id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock
14690,7345,14691,468,1923,14740018,1000,1,1,40
14691,7345,14690,1923,468,185259982,1000,100,1000,144
14692,7346,14693,513,1924,29479651,0,1,1000,144
14693,7346,14692,1924,513,270520349,0,1,1000,144
14694,7347,14695,354,130,34762085,1,1,1000,144
14695,7347,14694,130,354,965237915,1,16,1000,40
14696,7348,14697,130,355,47396009,1,51,1000,40
14697,7348,14696,355,130,952603991,1,1,1000,144
14698,7349,14699,58,1925,830263,1000,1,1000,40
14699,7349,14698,1925,58,449169737,1000,1,1000,40
14700,7350,14701,1926,1285,90788324,1000,1,1000,40
14701,7350,14700,1285,1926,909211676,1000,1,1000,40
14702,7351,14703,1925,348,7448393,1000,1,1000,40
14703,7351,14702,348,1925,92551607,1,1,1000,144
14704,7352,14705,346,1925,432402,1,1,1000,144
14705,7352,14704,1925,346,78969598,1000,1,1000,40
14706,7353,14707,1685,340,88932377,0,1,1000,144
14707,7353,14706,340,1685,911067623,1,1,1000,144
14708,7354,14709,1777,1685,86247722,1000,100,1000,40
14709,7354,14708,1685,1777,4913752278,0,1,1000,144
14710,7355,14711,354,1927,3297325,1,1,1000,144
14711,7355,14710,1927,354,96702675,1000,1,1000,40
14712,7356,14713,1928,326,15645264,1000,1,1000,40
14713,7356,14712,326,1928,184354736,1,1,1000,144
14714,7357,14715,1928,139,18699712,1000,1,1000,40
14715,7357,14714,139,1928,462239288,1000,1,1000,40
14716,7358,14717,358,1928,3006937,1,1,1000,144
14717,7358,14716,1928,358,356238063,1000,1,1000,40
14718,7359,14719,1907,130,25046736,1000,1,1000,40
14719,7359,14718,130,1907,479953264,1,1,1000,40
14720,7360,14721,76,1929,125145082,1000,1,1000,40
14721,7360,14720,1929,76,2252348918,1000,1,1000,40
14722,7361,14723,87,1919,29511523,1,19,0,40
14723,7361,14722,1919,87,270488477,0,240,1,14
14724,7362,14725,356,1685,61493463,1,1,1000,144
14725,7362,14724,1685,356,1938506537,0,1,1000,144
14726,7363,14727,1777,1685,158531552,1000,100,1000,40
14727,7363,14726,1685,1777,2841468448,0,1,1000,144
14728,7364,14729,54,1930,7084092,1000,1,0,144
14729,7364,14728,1930,54,318349908,1000,10,1000,14
14730,7365,14731,201,1474,655613433,100,1000,1000,50
14731,7365,14730,1474,201,15644386567,1,1,1,144
14732,7366,14733,54,1226,33629152,1000,1,1000,144
14733,7366,14732,1226,54,355023848,1000,1,1000,40
14734,7367,14735,1914,1931,40745333,800,1,1000,40
14735,7367,14734,1931,1914,959254667,1000,50,1000,40
14736,7368,14737,1914,192,57189264,800,1,1000,40
14737,7368,14736,192,1914,942810736,1000000,10000,1000,144
14738,7369,14739,91,384,78092180,1000,1,1000,40
14739,7369,14738,384,91,921907820,1000,1,1000,40
14740,7370,14741,1473,201,5604267,1,1,1,144
14741,7370,14740,201,1473,16394395733,100,1000,1000,50
14742,7371,14743,19,1932,193149610,1000,1,1000,40
14743,7371,14742,1932,19,1806850390,1000,1,1000,40
14744,7372,14745,968,1867,158715759,500,100,1000,40
14745,7372,14744,1867,968,3841284241,1000,100,1000,40
14746,7373,14747,177,1933,2431480,1000,100,1000,144
14747,7373,14746,1933,177,97568520,1000,1,1,40
14748,7374,14749,410,1777,8596235,199,199,1000,40
14749,7374,14748,1777,410,4991403765,1000,100,1000,40
14750,7375,14751,1804,1934,2259032,1000,1,1000,40
14751,7375,14750,1934,1804,53741968,1000,1,1000,40
14752,7376,14753,70,368,113228818,1000,1,1000,40
14753,7376,14752,368,70,1143581182,1000,1,1000,40
14754,7377,14755,157,63,65013937,1000,1,1000,40
14755,7377,14754,63,157,2934986063,1000,1,1000,40
14756,7378,14757,1935,1241,27707563,250,1,1000,14
14757,7378,14756,1241,1935,472292437,500,1,0,144
14758,7379,14759,354,1901,90290598,1,1,0,144
14759,7379,14758,1901,354,1929709402,100,1,1,14
14760,7380,14761,490,355,11892476,1000,1,1000,40
14761,7380,14760,355,490,185588524,1,1,1000,144
14762,7381,14763,490,714,14408226,1000,1,1000,40
14763,7381,14762,714,490,183072774,1000,1,1000,40
14764,7382,14765,334,490,646437,1,1,1000,144
14765,7382,14764,490,334,117842563,1000,1,1000,40
14766,7383,14767,1936,340,134179,1000,1,1000,40
14767,7383,14766,340,1936,36535821,1,1,1000,144
14768,7384,14769,1936,345,6603921,1000,1,1000,40
14769,7384,14768,345,1936,67366079,1,1,1000,144
14770,7385,14771,1937,347,47453593,1000,1,1000,40
14771,7385,14770,347,1937,452546407,1,1,1000,144
14772,7386,14773,1937,513,3657370,1000,1,1000,40
14773,7386,14772,513,1937,41381630,0,1,1000,144
14774,7387,14775,384,714,40791518,1000,1,1000,40
14775,7387,14774,714,384,959208482,1000,1,1000,40
14776,7388,14777,201,1476,414479532,100,1000,1000,50
14777,7388,14776,1476,201,15785520468,1,1,1,144
14778,7389,14779,1115,1933,848076,1,1,1000,10
14779,7389,14778,1933,1115,199151924,1000,1,1000,40
14780,7390,14781,201,340,944545224,100,1000,1000,50
14781,7390,14780,340,201,15155454776,1,1,1,144
14782,7391,14783,353,1938,12559912,1,1,1000,144
14783,7391,14782,1938,353,325010088,1000,1,1000,40
14784,7392,14785,1804,1939,4183137,1000,1,1000,40
14785,7392,14784,1939,1804,245816863,1000,1,1000,40
14786,7393,14787,1293,192,31752584,1000,1,1000,40
14787,7393,14786,192,1293,568247416,1000000,10000,1000,144
14788,7394,14789,95,1293,19937533,1000,1,1000,144
14789,7394,14788,1293,95,580062467,1000,1,1000,40
14790,7395,14791,276,1285,28670116,42,2,1000,42
14791,7395,14790,1285,276,971329884,1000,1,1000,40
14792,7396,14793,746,561,26213127,166,1,1000,6
14793,7396,14792,561,746,323786873,1000,1,1,40
14794,7397,14795,201,1477,1460884967,100,1000,1000,50
14795,7397,14794,1477,201,15139115033,1,1,1,144
14796,7398,14797,353,201,747700422,1,1,1,144
14797,7398,14796,201,353,16022299578,100,1000,1000,50
14798,7399,14799,201,332,889481188,100,1000,1000,50
14799,7399,14798,332,201,15780518812,1,1,1,144
14800,7400,14801,201,347,1068505266,100,1000,1000,50
14801,7400,14800,347,201,15501494734,1,1,1,144
14802,7401,14803,201,334,480845145,100,1000,1000,50
14803,7401,14802,334,201,16219154855,1,1,1,144
14804,7402,14805,979,1777,81530998,1000,1,1000,144
14805,7402,14804,1777,979,4918469002,1000,100,1000,40
14806,7403,14807,1777,1,33262350,1000,100,1000,40
14807,7403,14806,1,1777,4966737650,1000,1,1000,40
14808,7404,14809,343,1664,699570977,1,1,1000,144
14809,7404,14808,1664,343,9300429023,1000,1,1000,144
14810,7405,14811,342,1664,783996251,1,1,1000,144
14811,7405,14810,1664,342,9216003749,1000,1,1000,144
14812,7406,14813,1664,344,948269359,1000,1,1000,144
14813,7406,14812,344,1664,9051730641,1,1,1000,144
14814,7407,14815,720,937,249010849,1000,1,1000,144
14815,7407,14814,937,720,6150989151,1000,1,1000,40
14816,7408,14817,1664,355,1106091474,1000,1,1000,144
14817,7408,14816,355,1664,10893908526,1,1,1000,144
14818,7409,14819,1664,326,824447502,1000,1,1000,144
14819,7409,14818,326,1664,15175552498,1,1,1000,144
14820,7410,14821,1664,332,1564887435,1000,1,1000,144
14821,7410,14820,332,1664,14435112565,1,1,1000,144
14822,7411,14823,1664,334,1460401180,1000,1,1000,144
14823,7411,14822,334,1664,14539598820,1,1,1000,144
14824,7412,14825,1473,1664,1217090044,1,1,1000,144
14825,7412,14824,1664,1473,14782909956,1000,1,1000,144
14826,7413,14827,63,227,3266785,1000,1,1000,40
14827,7413,14826,227,63,496733215,0,0,1000,29
14828,7414,14829,1940,267,22643241,1000,100,1000,40
14829,7414,14828,267,1940,277189759,1000,1,1000,40
14830,7415,14831,1777,457,424452437,1000,100,1000,40
14831,7415,14830,457,1777,4575547563,199,199,1000,40
14832,7416,14833,1777,63,206203740,1000,100,1000,40
14833,7416,14832,63,1777,4793796260,1000,1,1000,40
14834,7417,14835,979,1940,44532016,1000,1,1000,144
14835,7417,14834,1940,979,2605467984,1000,100,1000,40
14836,7418,14837,1941,344,152427020,1000,1,1,40
14837,7418,14836,344,1941,1867572980,1,1,1000,144
14838,7419,14839,720,937,453641111,1000,1,1000,144
14839,7419,14838,937,720,5946358889,1000,1,1000,40
14840,7420,14841,1940,556,324467894,1000,100,1000,40
14841,7420,14840,556,1940,2945618106,1000,1,1000,40
14842,7421,14843,1836,820,168712409,500,1,1000,40
14843,7421,14842,820,1836,2581287591,1000,1,1000,144
14844,7422,14845,1293,457,38763454,1000,1,1000,40
14845,7422,14844,457,1293,561236546,199,199,1000,40
14846,7423,14847,1473,596,207454873,1,1,1000,144
14847,7423,14846,596,1473,3792545127,1000,1,1,144
14848,7424,14849,1940,64,234167848,1000,100,1000,40
14849,7424,14848,64,1940,3319239152,1000,5,1000,144
14850,7425,14851,54,937,1706513,1000,1,1000,144
14851,7425,14850,937,54,331541487,1000,1,1000,40
14852,7426,14853,410,1941,83537611,199,199,1000,40
14853,7426,14852,1941,410,916462389,1000,1,1000,40
14854,7427,14855,354,1942,3140212,1,1,1000,144
14855,7427,14854,1942,354,34075788,1000,1,1000,144
14856,7428,14857,1941,349,5924062,1000,1,1000,40
14857,7428,14856,349,1941,54075938,1,1,1000,144
14858,7429,14859,1943,1475,3471108,1000,1,1000,40
14859,7429,14858,1475,1943,96528892,1,1,1000,144
14860,7430,14861,1941,177,4227934,1000,1,1,40
14861,7430,14860,177,1941,295772066,1000,100,1000,144
14862,7431,14863,746,1943,27508507,166,1,1000,6
14863,7431,14862,1943,746,272491493,1000,1,1,40
14864,7432,14865,1943,347,10769672,1000,1,1000,40
14865,7432,14864,347,1943,289230328,1,1,1000,144
14866,7433,14867,2,1664,29391324,0,1000,1000,18
14867,7433,14866,1664,2,323218676,1000,1,1000,144
14868,7434,14869,168,1777,487081323,1000,20,1000,40
14869,7434,14868,1777,168,4512918677,1000,100,1000,40
14870,7435,14871,46,1933,455078,1000,1,1000,40
14871,7435,14870,1933,46,99544922,1000,1,1000,40
14872,7436,14873,201,1664,299074496,100,1000,1000,50
14873,7436,14872,1664,201,9700925504,1000,1,1,144
14874,7437,14875,1943,513,56296633,1000,1,1000,40
14875,7437,14874,513,1943,1143703367,0,1,1000,144
14876,7438,14877,1944,384,34659142,999,1,1000,14
14877,7438,14876,384,1944,965340858,1000,1,0,40
14878,7439,14879,1917,192,5930866,1000,1,1000,40
14879,7439,14878,192,1917,280944134,1000000,10000,1000,144
14880,7440,14881,219,1915,206120589,2000,100,1000,200
14881,7440,14880,1915,219,3793879411,7,6000000,1000,4
14882,7441,14883,217,1940,212524277,1000,1,1000,144
14883,7441,14882,1940,217,2908478723,1000,100,1000,40
14884,7442,14885,343,1942,21230,1,1,1000,144
14885,7442,14884,1942,343,22307770,1000,1,1000,144
14886,7443,14887,282,1915,30364799,1,10,1000,40
14887,7443,14886,1915,282,969635201,7,6000000,1000,4
14888,7444,14889,400,1915,69343469,1000,1,1000,40
14889,7444,14888,1915,400,930656531,7,6000000,1000,4
14890,7445,14891,1791,130,22605955,1000,50,1000,40
14891,7445,14890,130,1791,1977394045,1,1024,1000,40
14892,7446,14893,561,780,142081968,1000,1,1000,40
14893,7446,14892,780,561,1857918032,1000,1,1000,40
14894,7447,14895,513,1945,2794877,0,1,1000,144
14895,7447,14894,1945,513,47205123,1000,1,1000,40
14896,7448,14897,343,660,198827999,1,1,1000,144
14897,7448,14896,660,343,2211172001,5000,500,1,40
14898,7449,14899,130,1915,59531798,1,1,1000,40
14899,7449,14898,1915,130,1940468202,7,6000000,1000,4
14900,7450,14901,1946,282,15665072,1000,1,1000,40
14901,7450,14900,282,1946,484334928,1,10,1000,40
14902,7451,14903,1777,76,193950689,1000,100,1000,40
14903,7451,14902,76,1777,4806049311,1000,1,1000,40
14904,7452,14905,33,1777,127375977,0,0,1000,40
14905,7452,14904,1777,33,4872624023,1000,100,1000,40
14906,7453,14907,1642,1915,110421681,420,420,1000,120
14907,7453,14906,1915,1642,1989578319,7,6000000,1000,4
14908,7454,14909,1642,1947,147334593,420,420,1000,120
14909,7454,14908,1947,1642,1952665407,1000,1,1000,40
14910,7455,14911,1777,76,3925775,1000,100,1000,40
14911,7455,14910,76,1777,246074225,1000,1,1000,40
14912,7456,14913,1948,513,49708452,1000,1,1000,40
14913,7456,14912,513,1948,711007548,0,1,1000,144
14914,7457,14915,1949,344,1883367,1000,1,1000,40
14915,7457,14914,344,1949,48116633,1,1,1000,144
14916,7458,14917,1949,130,2414609,1000,1,1000,40
14917,7458,14916,130,1949,47585391,1,1,1000,40
14918,7459,14919,1940,1241,9533715,1000,100,1000,40
14919,7459,14918,1241,1940,2554414285,500,1,1000,144
14920,7460,14921,1293,1664,40283810,1000,1,1000,40
14921,7460,14920,1664,1293,559716190,1000,1,1000,144
14922,7461,14923,1033,621,10608479,488,95,1000,40
14923,7461,14922,621,1033,1326891521,1000,1,1000,40
14924,7462,14925,13,1293,48806201,1000,1000,1000,40
14925,7462,14924,1293,13,551193799,1000,1,1000,40
14926,7463,14927,513,1950,23165245,0,1,1000,144
14927,7463,14926,1950,513,226834755,1000,1,1000,40
14928,7464,14929,1951,1476,5731731,1000,1,1000,40
14929,7464,14928,1476,1951,559039269,1,1,1000,144
14930,7465,14931,1952,76,3706316,1000,1,1000,40
14931,7465,14930,76,1952,96293684,1000,1,1000,40
14932,7466,14933,1952,2,8555947,1000,1,1000,40
14933,7466,14932,2,1952,91444053,0,0,1000,9
14934,7467,14935,95,1952,83051,1000,1,1000,144
14935,7467,14934,1952,95,99916949,1000,1,1000,40
14936,7468,14937,746,1940,414552797,166,1,1000,6
14937,7468,14936,1940,746,4585447203,1000,100,1000,40
14938,7469,14939,263,892,28362955,1000,1,1000,40
14939,7469,14938,892,263,4271637045,270,650,1000,44
14940,7470,14941,46,892,73167811,1000,1,1000,40
14941,7470,14940,892,46,4226832189,270,650,1000,44
14942,7471,14943,1940,227,453253527,1000,100,1000,40
14943,7471,14942,227,1940,4546746473,0,980,1000,29
14944,7472,14945,1940,1,121571816,1000,100,1000,40
14945,7472,14944,1,1940,1100357184,1000,1,1000,40
14946,7473,14947,489,343,35011257,1000,1,1000,40
14947,7473,14946,343,489,938247743,1,1,1000,144
14948,7474,14949,1953,1460,11690788,1000,1,1000,40
14949,7474,14948,1460,1953,238309212,1000,1,1000,40
14950,7475,14951,276,26,26814029,42,2,1000,42
14951,7475,14950,26,276,973185971,5000,3000,1000,288
14952,7476,14953,79,1940,376212752,1000,1,1000,40
14953,7476,14952,1940,79,3623787248,1000,100,1000,40
14954,7477,14955,1914,909,65142791,800,1,1000,40
14955,7477,14954,909,1914,934857209,10000,2500,1000,4
14956,7478,14957,1914,50,58558706,800,1,1,40
14957,7478,14956,50,1914,941441294,5000,150,1000,40
14958,7479,14959,1914,1031,29062770,800,1,1000,40
14959,7479,14958,1031,1914,970937230,1000,1,1000,144
14960,7480,14961,1940,1548,2356443,1000,100,1000,40
14961,7480,14960,1548,1940,1497643557,1000,1,1000,144
14962,7481,14963,1724,192,5565689,1000,10,1000,34
14963,7481,14962,192,1724,283724311,1000000,10000,0,144
14964,7482,14965,410,368,65535533,199,199,1000,40
14965,7482,14964,368,410,934464467,1000,1,1000,40
14966,7483,14967,1930,820,383997362,1000,10,1000,14
14967,7483,14966,820,1930,9616002638,1000,1,0,144
14968,7484,14969,1373,513,3418270,950,1,1000,40
14969,7484,14968,513,1373,196581730,0,1,1000,144
14970,7485,14971,33,276,52193401,0,0,1000,40
14971,7485,14970,276,33,947806599,92,7,1000,42
14972,7486,14973,1246,1757,1223053,1000,1,1,144
14973,7486,14972,1757,1246,108776947,100,1,1000,40
14974,7487,14975,276,139,30378985,42,2,1000,42
14975,7487,14974,139,276,969621015,1000,1,1000,40
14976,7488,14977,1914,1642,5823497,800,1,1000,40
14977,7488,14976,1642,1914,2494176503,420,420,1000,120
14978,7489,14979,1914,1791,83520826,800,1,1000,40
14979,7489,14978,1791,1914,1416479174,1000,50,1000,40
14980,7490,14981,1816,344,260577108,0,1,1000,14
14981,7490,14980,344,1816,3956999892,1,1,0,144
14982,7491,14983,1954,350,4957881,1000,1,1000,40
14983,7491,14982,350,1954,45042119,1,1,1000,144
14984,7492,14985,1940,1482,185391108,1000,100,1000,40
14985,7492,14984,1482,1940,2314608892,800,1,1000,144
14986,7493,14987,1955,820,3343567,1000,1,1000,40
14987,7493,14986,820,1955,307996433,1000,1,1000,144
14988,7494,14989,276,281,96930390,42,2,1000,42
14989,7494,14988,281,276,903069610,0,100,1000,24
14990,7495,14991,1940,660,357387009,1000,100,1000,40
14991,7495,14990,660,1940,4642612991,3805,380,1000,40
14992,7496,14993,2,1665,17490052,0,1000,1000,18
14993,7496,14992,1665,2,484871948,350,1,1000,34
14994,7497,14995,1940,675,218120922,1000,100,1000,40
14995,7497,14994,675,1940,2281879078,0,100,1000,18
14996,7498,14997,1940,1439,107934188,1000,100,1000,40
14997,7498,14996,1439,1940,1392065812,1000,1,1000,144
14998,7499,14999,335,2,44585341,1000,23,1000,40
14999,7499,14998,2,335,456944659,0,1000,1000,18
15000,7500,15001,1548,227,171044,1000,1,1000,144
15001,7500,15000,227,1548,39828956,0,0,1000,29
15002,7501,15003,1956,17,6431021,1000,1,1000,40
15003,7501,15002,17,1956,493568979,100,1,1000,144
15004,7502,15005,1475,1956,21589594,1,1,1000,144
15005,7502,15004,1956,1475,203486406,1000,1,1000,40
15006,7503,15007,359,1957,53416993,1,1,0,144
15007,7503,15006,1957,359,1966583007,1000,10,1,14
15008,7504,15009,1954,340,4772119,1000,1,1000,40
15009,7504,15008,340,1954,55227881,1,1,1000,144
15010,7505,15011,160,1958,63608044,490,10,1000,14
15011,7505,15010,1958,160,1436391956,1000,1,0,40
15012,7506,15013,54,1954,979652,1000,1,1000,144
15013,7506,15012,1954,54,31020348,1000,1,1000,40
15014,7507,15015,1959,334,4997929,1000,1,1000,40
15015,7507,15014,334,1959,159257071,1,1,1000,144
15016,7508,15017,1960,513,42509579,1000,1,1000,40
15017,7508,15016,513,1960,957490421,0,1,1000,144
15018,7509,15019,1777,201,1198877784,1000,100,1,40
15019,7509,15018,201,1777,15501122216,100,1000,1000,50
15020,7510,15021,1816,1476,468061735,0,1,1000,14
15021,7510,15020,1476,1816,9549158265,1,1,0,144
15022,7511,15023,1685,1961,4417973,0,1,1000,144
15023,7511,15022,1961,1685,105582027,50,1,1000,40
15024,7512,15025,2,1,38514127,0,0,1000,18
15025,7512,15024,1,2,570077873,1000,1,1000,40
15026,7513,15027,475,130,274462640,1,800,1000,40
15027,7513,15026,130,475,9725537360,1,128,1000,40
15028,7514,15029,475,77,752214634,1,1,1000,40
15029,7514,15028,77,475,9247785366,1000,1700,1000,30
15030,7515,15031,1777,109,247061024,1000,100,1000,40
15031,7515,15030,109,1777,4752938976,1000,1,1000,144
15032,7516,15033,95,1777,473218179,1000,1,1000,144
15033,7516,15032,1777,95,4526781821,1000,100,1000,40
15034,7517,15035,1777,451,104242894,1000,100,1000,40
15035,7517,15034,451,1777,4895757106,500,25,1000,144
15036,7518,15037,1685,1962,1480287,0,1,1000,144
15037,7518,15036,1962,1685,98519713,1000,1,1000,40
15038,7519,15039,94,1777,146129249,1000,1,1000,144
15039,7519,15038,1777,94,4853870751,1000,100,1000,40
15040,7520,15041,1963,400,86160682,1000,1,1000,40
15041,7520,15040,400,1963,913839318,1000,1,1000,40
15042,7521,15043,1917,130,7709165,1000,1,1000,40
15043,7521,15042,130,1917,77411835,1,1,1000,40
15044,7522,15045,1917,334,5471714,1000,1,1000,40
15045,7522,15044,334,1917,79649286,1,1,1000,144
15046,7523,15047,862,344,232268331,1000,1000,1,34
15047,7523,15046,344,862,6612725669,1,1,0,144
15048,7524,15049,344,86,1155281663,1,1,1000,144
15049,7524,15048,86,344,12444448337,20,104,1,40
15050,7525,15051,655,326,35793999,1000,1,1,40
15051,7525,15050,326,655,964206001,1,1,1000,144
15052,7526,15053,979,326,84849374,1000,1,1,144
15053,7526,15052,326,979,923520626,1,1,1000,144
15054,7527,15055,326,207,91434799,1,1,1000,144
15055,7527,15054,207,326,908565201,1000,1,1,40
15056,7528,15057,354,457,80572784,1,1,1000,144
15057,7528,15056,457,354,919427216,199,199,1,40
15058,7529,15059,1290,332,106350065,0,1,1,30
15059,7529,15058,332,1290,1560103935,1,1,1000,144
15060,7530,15061,1964,1,1747877,1000,1,1000,40
15061,7530,15060,1,1964,60369123,1000,1,1000,40
15062,7531,15063,1777,109,160097264,1000,100,1000,40
15063,7531,15062,109,1777,4839902736,1000,1,1000,144
15064,7532,15065,1965,1,732311,1000,1,1000,40
15065,7532,15064,1,1965,99267689,1000,1,1000,40
15066,7533,15067,10,1965,3736294,1000,1,1000,40
15067,7533,15066,1965,10,96263706,1000,1,1000,40
15068,7534,15069,781,1965,2232441,1000,1,1000,40
15069,7534,15068,1965,781,97767559,1000,1,1000,40
15070,7535,15071,1965,17,8578782,1000,1,1000,40
15071,7535,15070,17,1965,91421218,100,1,1000,144
15072,7536,15073,787,332,184845651,1000,10,1,14
15073,7536,15072,332,787,3815154349,1,1,0,144
15074,7537,15075,326,1802,76616101,1,1,1000,144
15075,7537,15074,1802,326,3923383899,1000,1,1,144
15076,7538,15077,513,1966,3773493,0,1,1000,144
15077,7538,15076,1966,513,96226507,1000,1,1000,40
15078,7539,15079,1963,2,15730060,1000,1,1000,40
15079,7539,15078,2,1963,284269940,0,1000,1000,18
15080,7540,15081,873,1777,74317493,1000,1,1000,144
15081,7540,15080,1777,873,925682507,1000,100,1000,40
15082,7541,15083,1963,349,54828418,1000,1,1000,40
15083,7541,15082,349,1963,645171582,1,1,1000,144
15084,7542,15085,1967,350,550594,1000,1,1000,40
15085,7542,15084,350,1967,49449406,1,1,1000,144
15086,7543,15087,54,1967,2761792,1000,1,1000,144
15087,7543,15086,1967,54,47238208,1000,1,1000,40
15088,7544,15089,46,1968,932675,1000,1,1000,40
15089,7544,15088,1968,46,34067325,1000,1,1000,40
15090,7545,15091,1968,1476,2349981,1000,1,1000,40
15091,7545,15090,1476,1968,42650019,1,1,1000,144
15092,7546,15093,763,201,1281371346,1000,1,1,144
15093,7546,15092,201,763,12718628654,100,1000,1000,50
15094,7547,15095,1940,4,253791083,1000,100,1000,40
15095,7547,15094,4,1940,3746208917,1000,1,1000,144
15096,7548,15097,1963,54,19101369,1000,1,1000,40
15097,7548,15096,54,1963,326147631,1000,1,1000,144
15098,7549,15099,1968,282,3457472,1000,1,1000,40
15099,7549,15098,282,1968,36542528,1,10,1000,40
15100,7550,15101,910,17,60897444,100,1,1000,40
15101,7550,15100,17,910,1090271556,100,1,1000,144
15102,7551,15103,367,130,6913981,1000,1,1000,40
15103,7551,15102,130,367,67555019,1,1,1000,40
15104,7552,15105,54,1177,29150551,1000,1,1000,144
15105,7552,15104,1177,54,870849449,1000,1,1000,40
15106,7553,15107,354,282,288817661,1,1,1000,144
15107,7553,15106,282,354,3711182339,1,10,1,40
15108,7554,15109,334,1324,316911629,1,1,1000,144
15109,7554,15108,1324,334,6870114371,1000,1,1,144
15110,7555,15111,58,348,1091149308,1000,1,1,40
15111,7555,15110,348,58,15686065692,1,1,1000,144
15112,7556,15113,334,363,222180702,1,1,0,144
15113,7556,15112,363,334,3777819298,5000,200,1,34
15114,7557,15115,1475,475,572323881,1,1,1000,144
15115,7557,15114,475,1475,16204891119,1,1,1,40
15116,7558,15117,354,1710,118565725,1,1,0,144
15117,7558,15116,1710,354,3881434275,0,900,1,144
15118,7559,15119,359,1361,283851025,1,1,1000,144
15119,7559,15118,1361,359,3716148975,1000,1,1,144
15120,7560,15121,1421,340,334364846,1000,1,1,40
15121,7560,15120,340,1421,4304545154,1,1,1000,144
15122,7561,15123,1963,177,12293979,1000,1,1,40
15123,7561,15122,177,1963,257706021,1000,100,1000,144
15124,7562,15125,1969,348,14664653,1000,1,1000,40
15125,7562,15124,348,1969,1968057347,1,1,1000,144
15126,7563,15127,1963,13,15293929,1000,1,1000,40
15127,7563,15126,13,1963,234706071,1000,1000,1000,40
15128,7564,15129,871,348,57540768,1,1,1,144
15129,7564,15128,348,871,3942459232,1,1,1000,144
15130,7565,15131,77,340,1220419562,1000,1700,1,30
15131,7565,15130,340,77,15556795438,1,1,1000,144
15132,7566,15133,1405,1940,239705228,1,1,1000,18
15133,7566,15132,1940,1405,3760294772,1000,100,1000,40
15134,7567,15135,1970,265,4593136,1000,1,1000,40
15135,7567,15134,265,1970,253824864,10000,5000,1000,144
15136,7568,15137,513,1966,2845956,0,1,1000,144
15137,7568,15136,1966,513,97154044,1000,1,1000,40
15138,7569,15139,356,885,50701314,1,1,1000,144
15139,7569,15138,885,356,1969298686,480,1,1,144
15140,7570,15141,1961,1474,69542357,50,1,1,40
15141,7570,15140,1474,1961,1950457643,1,1,1000,144
15142,7571,15143,1963,76,13831110,1000,1,1000,40
15143,7571,15142,76,1963,246168890,1000,1,1000,40
15144,7572,15145,1963,76,110777,1000,1,1000,40
15145,7572,15144,76,1963,249889223,1000,1,1000,40
15146,7573,15147,1199,466,9390936,1000,1,1000,40
15147,7573,15146,466,1199,190609064,1000,1,1000,40
15148,7574,15149,360,1199,1930934,1000,1,1000,40
15149,7574,15148,1199,360,198069066,1000,1,1000,40
15150,7575,15151,458,1199,14021996,0,1,1000,144
15151,7575,15150,1199,458,185978004,1000,1,1000,40
15152,7576,15153,903,345,13561766,1000,1,1000,144
15153,7576,15152,345,903,583757234,1,1,1000,144
15154,7577,15155,86,119,4734987,20,6,1000,40
15155,7577,15154,119,86,495265013,490,1,1000,40
15156,7578,15157,979,1963,2465091,1000,1,1000,144
15157,7578,15156,1963,979,247534909,1000,1,1000,40
15158,7579,15159,54,1971,25849222,1000,1,1000,144
15159,7579,15158,1971,54,319867778,448,10,1000,144
15160,7580,15161,334,1971,1190915896,1,1,1000,144
15161,7580,15160,1971,334,11414329104,448,10,1000,144
15162,7581,15163,355,347,993703003,1,1,1000,18
15163,7581,15162,347,355,15783511997,1,1,1,18
15164,7582,15165,1475,355,287833948,1,1,1000,18
15165,7582,15164,355,1475,16489381052,1,1,1,18
15166,7583,15167,1474,345,562271076,1,1,1,18
15167,7583,15166,345,1474,16214943924,1,1,1000,18
15168,7584,15169,354,326,1024921367,1,1,1000,18
15169,7584,15168,326,354,15752293633,1,1,1,18
15170,7585,15171,345,355,1544600168,1,1,1000,18
15171,7585,15170,355,345,15232614832,1,1,1,18
15172,7586,15173,358,355,457363055,1,1,1000,18
15173,7586,15172,355,358,16319851945,1,1,1,18
15174,7587,15175,334,345,418911247,1,1,1,18
15175,7587,15174,345,334,16358303753,1,1,1000,18
15176,7588,15177,358,350,679272720,1,1,1,18
15177,7588,15176,350,358,16097942280,1,1,1000,18
15178,7589,15179,352,332,833287546,1,1,1,18
15179,7589,15178,332,352,15943927454,1,1,1000,18
15180,7590,15181,343,350,53293221,1,1,1000,18
15181,7590,15180,350,343,16723921779,1,1,1,18
15182,7591,15183,353,345,1290532825,1,1,1,18
15183,7591,15182,345,353,15486682175,1,1,1000,18
15184,7592,15185,352,367,2493560,1,1,1000,144
15185,7592,15184,367,352,23094440,1000,1,1000,40
15186,7593,15187,353,367,1151989,1,1,1000,144
15187,7593,15186,367,353,24436011,1000,1,1000,40
15188,7594,15189,94,1972,113635,1000,1,1000,144
15189,7594,15188,1972,94,117951365,1000,1,1000,144
15190,7595,15191,939,1972,3106185,1000,1,1000,144
15191,7595,15190,1972,939,61092815,1000,1,1000,144
15192,7596,15193,1333,58,14416412,1000,1,1000,40
15193,7596,15192,58,1333,310382588,1000,1,1000,40
15194,7597,15195,1333,513,14739198,1000,1,1000,40
